DPA_DESPRO,DPA_DESCAN,DPA_DESPAR,DPA_PARROQ,"ACTUAL
CDD","ACTUAL
SPI","DELTA 2 4,5
CDD","DELTA 2 4,5
SPI","DELTA 2 8,5
CDD","DELTA 2 8,5
SPI","ACTUAL
Amenaz Tendencia Heladas_parr","DELTA 2 RCP 4,5
Amenaz Tendencia Heladas_parr","DELTA 2 RCP 8,5
Amenaz Tendencia Heladas_parr","ACTUAL
Amenaza Tendencia Lluvias_parr","DELTA 2 RCP 4,5
Amenaza Tendencia Lluvias_parr","DELTA 2 RCP 8,5
Amenaza Tendencia Lluvias_parr","ACTUAL
Tendencia OlasCalor_parr","DELTA 2 RCP 4,5
Tendencia OlasCalor_parr","DELTA 2 RCP 8,5
Tendencia OlasCalor_parr","ACTUAL
Indice multiamenaza","DELTA 2 RCP 4,5
Indice multiamenaza","DELTA 2 RCP 8,5
Indice multiamenaza",Exposicion pasto (%),Cabezas de ganado parroquia,Productores parroquia,Indice de tenencia (numero de cabezas de ganado/numero de productores).,Numero socios MAG-MIES-SEPS,Numero de productores,Indice de asociatividad (numero de socios/numero de productores),capacidad de uso de la tierra_parr (SEN1),Degradacion_parr,UBAS,PASTOS,CULT. ASOC,Defor_2014_2016,Indi_ heladas_CIIFEN,Porc_inund,Conflicto gente fauna,% Poblacion migrante masc,% poblacion dedicada a agri y gan. ,Nivel de pobreza por consumo,Tasa de dependencia por edad,Tasa de analfabetismo funcional,Deficit habitacional cualitativo,Deficit de servicios residenciales basicos,Numero de empleados remunerados,Numero de asociaciones MAG-MIES-SEPS,Grado de organizacion (numero de empleados remunerados)/numero de asociaciones,Capacidad de gestion (% ejecucion presupuesto anual),Infraestructura multiproposito_riego,Porc_riego,Porc_Cobert_Nat,Indice de red hidrica,Presencia de sociobosque (%),Pend_parr,Indice de red vial,Herramientas de planificacion CC,Cobertura movil por parroquia,Estimado de volumen de credito,Sistemas productivos pecuarios,Disponibilidad de pronostico del clima,Existencia de camales  vacas/mes,Existencia de CAB,Existencia de CAL capacidad litros,Red monitoreo hidrometeorologico,UMVMAG,Velocidad Infiltracion
GUAYAS,ISIDRO_AYORA,ISIDRO_AYORA,92850,0,-0.355,0,-0.373,0,-0.387,0,0,0,0.56,0.776516318,0.709876084,0.492742266,0.597747906,0.946736793,0.2499,2970.4,0.2399,5.44,7426,622,11.939,139,622,0.22,0,2.5,7426,2653.5,4500,554.44,0,18.84,0,0.27,52.19,42.2,717,29,44.1,99.6,16,5,3.2,0.84,0,0,61.8,184,0.0257,4,113.08,3,3.06,3149.7,0,1,237,0,0,2,5,0.26
IMBABURA,IBARRA,SAN_MIGUEL_DE_IBARRA,100150,0.011,-0.29,0,-0.227,0,-0.188,-0.102308,-0.102308,-0.102308,0.88,0.560002032,0.560414677,0.174467869,0.227879538,0.658128992,4.095,1354.7689,0.2687,8.89,4512,694,6.501,9,694,0.01,8.95,2.5,4512,2149.45,800,14.05,1.36,0.05,0,2.01,7.25,16.36,570,10.4,26.8,20.3,0,1,0,0.9,0,0,51.67,161,6.7852,0,152.22,0,16.02,863059.59,0,1,875,0,0,3,2,0.05
IMBABURA,IBARRA,AMBUQUI,100151,0.026,-0.3,0,-0.237,0,-0.198,-0.005712,-0.005712,-0.005712,1.01,0.503244094,0.618743638,0.173775752,0.227694292,0.670281754,1.5384,93.3896,0.3613,5.27,306,48,6.375,0,48,0,3.22,2.5,306,674.87,0,7.01,1.97,1.13,0,1.29,40.06,50.42,708,24.2,29.8,83.8,0,0,0,1,0,3.8,72.67,77,0.5485,0,78.21,0,16.69,186936.79,0,1,0,0,0,2,2,0.05
IMBABURA,IBARRA,ANGOCHAGUA,100152,0.008,-0.29,0.008180769,-0.232,0.02349359,-0.193,0,0,0,0.76,0.520940877,0.621797234,0.172753942,0.227719036,0.644169448,6.9773,1289.0844,0.3781,30.97,4276,702,6.091,114,702,0.16,15.92,2.5,4276,3714.78,0,8.73,1.93,0,1,0.86,40.86,61.31,917,42.4,26.1,95,13,3,4.33,1,0,0,47.01,73,17.4243,12,66.46,0,20.62,113594.3,3,1,0,0,4299,1,2,0.04
IMBABURA,IBARRA,CAROLINA,100153,0.019,-0.25,0,-0.202,0,-0.163,0,0,0,1.13,0.703815586,0.702100902,0.171608042,0.230646398,0.678464826,2.2933,1279.2921,0.4003,11.18,4264,196,21.755,0,196,0,4.59,2.5,4264,3496.58,0,195.19,1.42,0,0,0.14,78.51,70.63,826,27.5,37.3,92.8,0,0,0,0.09,0,0.35,58.96,167,1.8425,0,156.38,0,21.87,183213.76,0,1,0,0,0,3,2,0
IMBABURA,IBARRA,LA_ESPERANZA,100154,0.008,-0.25,0.002760256,-0.176,0,-0.138,0,0,0,1.5,0.888906849,0.808702157,0.172027693,0.203304453,0.682065152,17.1507,399.4885,0.452,37.46,1328,337,3.941,0,337,0,41.34,2.5,1328,1282.2,0,0.63,1.67,0,0,0.71,13.7,45.38,695,29,31.1,76.8,0,0,0,1,0,0,21.71,21,0.2082,9,8.35,0,29.87,85944.18,1,1,0,0,230,0,2,0
IMBABURA,IBARRA,LITA,100155,0.005,-0.21,0.007701282,-0.15,0.012805556,-0.112,0,0,0,1.86,1.073998112,0.915303412,0.172447343,0.175962507,0.685665478,10.4392,1153.8592,0.5617,24.9,3845,210,18.31,0,210,0,25,2.5,3845,5019.87,0,535.11,1.33,0,0,0.39,66.92,74.73,900,31.4,44.2,85.5,0,0,0,0.93,0,0,47.75,125,7.1849,0,83.95,0,7.04,190946.7,2,0,0,0,0,2,2,0
IMBABURA,IBARRA,SALINAS,100156,0.009,-0.21,0.012758333,-0.201,0.02296688,-0.163,0,0,0,1.43,0.834417606,0.747997895,0.199992612,0.201840583,0.667620909,5.1908,384.7781,0.4993,12.04,1279,20,63.95,0,20,0,11.62,2.5,1279,481.9,350,0,1.42,0,0,0.45,48.26,35.13,653,16.2,42.3,46.2,0,1,0,0.83,0,55.25,9.36,41,0,0,24.11,0,0.45,71585.85,3,1,0,0,0,2,2,0
IMBABURA,IBARRA,SAN_ANTONIO,100157,0.016,-0.31,0.017815385,-0.252,0.033128205,-0.213,0,0,0,0.99,0.5948371,0.580692379,0.22753788,0.227718659,0.649576341,7.6001,167.4631,0.4369,8.75,551,134,4.112,0,134,0,17.83,2.33,551,238.58,150,0.43,1,0,0,1.23,13.11,30.11,632,14.2,37.7,41,0,0,0,1,0,0,17.25,18,0.1403,10,16.43,0,0.29,195716.51,0,0,0,0,0,0,2,0
IMBABURA,ANTONIO_ANTE,ATUNTAQUI,100250,0.015,-0.31,0.000442308,-0.248,0.000442308,-0.21,0,0,0,0.91,0.655877181,0.617573372,0.197775777,0.227720101,0.642376741,5.5538,81.8342,0.2859,9.87,262,84,3.119,0,84,0,12.95,2.33,262,259.86,0,0,1,11.8,0,1.24,10.41,26.73,628,12.6,35.1,29.8,0,0,0,0.9,0,0,13.57,12,0,10,18.68,0,0.94,41297.86,0,1,0,0,0,1,2,0.09
IMBABURA,ANTONIO_ANTE,IMBAYA_(SAN_LUIS_DE_COBUENDO),100251,0.015,-0.31,0.000442308,-0.248,0.000442308,-0.21,0,0,0,0.91,0.655877181,0.617573372,0.197775777,0.227720101,0.642376741,0.8064,243.4122,0.2859,27.49,797,23,34.652,0,23,0,0.45,2.33,797,329.21,200,0,1,2.71,0,1.07,48.83,39.75,634,17.3,39.7,93,0,0,0,1,0,0,12.34,8,0,10,8.84,0,0,10634,3,1,0,0,0,0,2,0.15
IMBABURA,ANTONIO_ANTE,SAN_FCO._DE_NATABUELA,100252,0.015,-0.31,0.000442308,-0.248,0.000442308,-0.21,0,0,0,0.91,0.655877181,0.617573372,0.197775777,0.227720101,0.642376741,5.1645,95.3903,0.2859,5.54,300,62,4.839,0,62,0,11.72,2.33,300,74.19,120,3.44,1,0,0,1.29,18.38,31.46,602,17.7,38.6,37.9,0,0,0,1,0,0,25.31,4,0,10,5.24,0,0,17685.22,0,1,624,0,0,0,2,0
IMBABURA,ANTONIO_ANTE,SAN_JOSE_DE_CHALTURA,100253,0.015,-0.31,0.000442308,-0.248,0.000442308,-0.21,0,0,0,0.91,0.655877181,0.617573372,0.197775777,0.227720101,0.642376741,0.3645,55.8,0.2859,20.05,186,37,5.027,0,37,0,0,1.5,186,275.63,0,0,1,6.15,0,0.86,32.26,37.44,659,16.6,37,57.1,0,0,0,1,0,0,15.7,5,0,10,6.94,0,2.93,17286.25,3,0,0,0,0,0,2,0.07
IMBABURA,ANTONIO_ANTE,SAN_ROQUE,100254,0.015,-0.31,0.000442308,-0.248,0.000442308,-0.21,0,0,0,0.91,0.655877181,0.617573372,0.197775777,0.227720101,0.642376741,11.4361,271.5,0.2859,18.79,905,280,3.232,0,280,0,27.2,2.33,905,312.44,300,0.37,1,0,0,1,19.9,54.71,754,27.1,34.9,62.4,0,0,0,1,0,0,9.01,9,0,8,13.7,0,0,34364.99,3,1,0,0,0,0,2,0
IMBABURA,COTACACHI,COTACACHI,100350,0.019,-0.3,0,-0.245,0,-0.206,0,0,0,0.83,0.716917262,0.654454365,0.168013673,0.227721544,0.635177141,14.5567,140.1,0.2809,14.65,1208,138,8.754,0,3,0,35.72,2.5,467,1040.52,0,32.31,1,0,0,1.51,13.95,41.62,739,28.2,31.9,49.5,0,0,0,0.9,1,0,31.48,50,0,14,24.71,0,0,206472.66,2,1,0,0,0,1,2,0
IMBABURA,COTACACHI,APUELA,100351,0.037,-0.28,0.007396154,-0.23,0,-0.191,0,0,0,0.97,0.818059251,0.742436185,0.16821684,0.227711315,0.640808657,5.5674,692.7589,0.3404,10.31,2309,179,12.899,0,179,0,12.97,2.5,2309,2268.78,0,287.55,1,0.43,1,1.06,71.67,75.19,1045,33.3,33.5,85.5,0,0,0,0.95,1,0,68.34,138,1.1781,18,47,0,2.9,112892.5,0,1,0,0,0,0,2,0
IMBABURA,COTACACHI,GARCIA_MORENO_(LLURIMAGUA),100352,0.054,-0.28,0,-0.22,0,-0.181,0,0,0,1.18,1.351486677,1.128350044,0.153004211,0.22850728,0.618642734,13.0464,3291.7546,0.521,15.31,10972,410,26.761,221,410,0.54,31.57,2.17,10972,10672.71,0,432.39,1,2.06,0,0.6,70.91,71.74,832,21.9,43.2,97.8,3,2,1.5,1,0,0,63.33,307,3.0917,0,114.81,0,1.56,309856.68,2,1,0,0,1580,3,2,0
IMBABURA,COTACACHI,IMANTAG,100353,0.017,-0.28,0,-0.222,0,-0.183,0,0,0,1.17,0.889370989,0.848786765,0.166073653,0.227561088,0.6491398,12.2996,288.6,0.431,5.5,962,135,7.126,0,135,0,30.01,2.5,962,1169.78,0,15.32,1,0.85,0,0.45,57.79,78.25,958,44.5,27.3,88.9,0,0,0,0.5,0,0,72.06,133,0,0,31.2,0,0.83,246587.13,0,1,0,0,0,2,2,0.05
IMBABURA,COTACACHI,PENAHERRERA,100354,0.018,-0.29,0,-0.227,0,-0.188,0,0,0,1.1,1.100490046,1.061210205,0.15160536,0.257659027,0.628269992,0.5099,998.4274,0.5151,23.61,3328,183,18.186,0,183,0,0,2,3328,2886.85,0,279.41,1,0.81,0,0.71,64.45,68.33,864,28,37.3,85.8,0,0,0,1,1,0,43.08,108,0.548,18,48.78,0,0,91501.37,2,1,0,0,0,1,2,0
IMBABURA,COTACACHI,PLAZA_GUTIERREZ_(CALVARIO),100355,0.026,-0.29,0.000953846,-0.232,0,-0.193,0,0,0,1.05,0.999190582,0.933033936,0.176981292,0.242692185,0.627673967,0.6111,279.4433,0.4316,7.63,931,73,12.753,0,73,0,0.31,2.5,931,610,0,57.33,1,0,0,0.38,73.79,63.37,893,37.9,32,88.8,0,0,0,1,0,0,74.25,62,2.8666,14,24.91,0,11.69,31606.91,0,1,0,0,0,0,2,0
IMBABURA,COTACACHI,QUIROGA,100356,0.033,-0.3,0.006011538,-0.237,0,-0.198,0,0,0,1,0.897891117,0.804857667,0.202357224,0.227725342,0.627077942,11.1106,839.7375,0.3481,16.22,3701,402,9.206,0,272,0,26.44,2.5,2799,1108.57,800,14.22,1,0,0,1.74,24.34,53.32,780,28.4,35.4,57.2,0,0,0,1,0,0,47.27,69,0.7494,15,38.14,0,0.5,135660.18,2,1,0,0,0,2,2,0
IMBABURA,COTACACHI,6_DE_JULIO_DE_CUELLAJE_(CAB._EN_CUELLAJE),100357,0.024,-0.27,0.004723077,-0.215,0,-0.176,0,0,0,1.18,1.073426267,0.933560273,0.258976384,0.233152619,0.644089089,0.7527,989.2892,0.463,22.38,3296,140,23.543,0,140,0,0.82,2,3296,3888.62,0,230.52,1,0.59,0,0.53,70.33,74.91,870,28.4,35.7,81,0,0,0,0.78,0,0,49.66,126,9.7833,0,33.29,0,5,108109.41,2,0,0,0,0,1,2,0
IMBABURA,COTACACHI,VACAS_GALINDO_(EL_CHURO)_(CAB._EN_SAN_MIGUEL_ALTO),100358,0.031,-0.3,0.009665385,-0.242,0,-0.203,0,0,0,0.88,0.99925566,0.908960768,0.159229122,0.227597603,0.618978479,0.5932,554.1535,0.3995,21.09,1847,94,19.649,0,94,0,0,2,1847,884.67,300,98.01,1,6.92,0,0.25,75,83.9,939,34.3,29.1,90.5,0,0,0,1,1,0,36.07,9,1.0693,21,6.45,0,18.27,45208.44,2,0,0,0,1600,1,2,0
IMBABURA,OTAVALO,OTAVALO,100450,0.033,-0.32,0,-0.262,0,-0.223,0,0,0,0.78,0.681160398,0.639737026,0.166847897,0.227724878,0.631570731,8.0038,513.1737,0.2815,16.07,1710,235,7.277,0,235,0,18.81,2.5,1710,1366.32,0,89.65,1,1.49,0,4.59,10.18,33.16,666,28.4,27.5,40.8,0,0,0,0.9,1,0,31.37,54,3.4732,15,47.94,0,5.9,401067.65,1,1,724,0,0,1,2,0
IMBABURA,OTAVALO,DOCTOR_MIGUEL_EGAS_CABEZAS_(PEGUCHE),100451,0.035,-0.32,0,-0.265,0,-0.226,0,0,0,0.83,0.666467262,0.648578015,0.21917386,0.227726735,0.62729266,2.5176,147,0.2768,8.21,490,92,5.326,0,92,0,5.06,2.5,490,69.13,250,13.77,1,0,0,8.02,10.76,46.61,803,35.7,31.8,77.7,0,0,0,1,1,0,14.29,5,0,9,10.39,0,34.56,39239.34,0,0,0,0,0,0,2,0
IMBABURA,OTAVALO,EUGENIO_ESPEJO_(CALPAQUI),100452,0.042,-0.33,0,-0.267,0,-0.228,0,0,0,0.89,0.651774126,0.657419004,0.271499824,0.227728592,0.623014589,2.6103,54.3,0.2722,3.75,181,68,2.662,0,68,0,5.37,2.5,181,87.53,30,2.87,1,14.12,0,4.69,29.84,60.48,794,39.4,37.3,86.8,0,0,0,1,1,0,49.2,16,0,12,18.89,0,8.56,163954.1,0,1,0,0,0,2,2,0
IMBABURA,OTAVALO,GONZALEZ_SUAREZ,100453,0.051,-0.33,0.008992308,-0.267,0,-0.228,0,0,0,0.86,0.565201654,0.600722487,0.167592647,0.227725257,0.625713834,6.9406,413.1,0.242,27.41,1377,328,4.198,10,328,0.03,16.04,2.5,1377,1346.5,0,3.66,1.39,5.55,0,1.2,43.88,50.32,736,26,29.3,84.5,1,1,1,1,1,0,44.01,37,0,15,22.6,0,10.18,184500.57,1,1,0,0,2500,0,2,0
IMBABURA,OTAVALO,PATAQUI,100454,0.048,-0.33,0.005376923,-0.255,0,-0.216,0,0,0,0.91,0.654389321,0.64130797,0.166474224,0.227726091,0.624592603,0.6768,112.8857,0.2502,41.25,374,28,13.357,20,28,0.71,0.22,2,374,391.54,0,2.3,1,0,0,1.75,42.19,67.3,582,34.8,35.9,94.9,1,1,1,0.52,1,0,41.44,6,13.7142,14,11.01,0,10.54,8475.87,2,1,0,0,1000,0,2,0
IMBABURA,OTAVALO,SAN_JOSE_DE_QUICHINCHE,100455,0.045,-0.3,0.001761538,-0.242,0,-0.203,0,0,0,0.97,0.743576987,0.681893452,0.165355802,0.227726925,0.623471373,9.0198,1614.9889,0.2583,32.84,5383,397,13.559,167,397,0.42,20.84,2.5,5383,2807.21,600,67.92,1,2.18,1,2.7,25.69,67.71,875,40.3,35.2,89.4,2,2,1,0.55,1,0,32.86,78,1.7784,15,39.84,0,4.68,162621.42,3,1,0,0,2245,18,2,0
IMBABURA,OTAVALO,SAN_JUAN_DE_ILUMAN,100456,0.034,-0.3,0,-0.25,0,-0.211,0,0,0,0.86,0.655594651,0.6367312,0.166564263,0.22772442,0.630670731,2.5049,180.9,0.2604,29.41,603,122,4.943,0,122,0,4.99,2.5,603,615.2,0,6.02,1,0,0,3.73,14.35,52.4,763,39.5,33.2,66.8,0,0,0,1,1,0,27.69,12,0,13,11.49,0,19.12,91995.02,4,1,0,0,0,0,2,0
IMBABURA,OTAVALO,SAN_PABLO,100457,0.028,-0.32,0,-0.257,0,-0.218,0,0,0,0.75,0.567612315,0.591568949,0.167772724,0.227721916,0.63787009,5.6475,384.6,0.2626,20.01,1282,281,4.562,0,281,0,12.95,2.5,1282,1305.31,0,127.21,1.53,8.13,0,1.15,30.76,46.5,797,29.3,26.5,66.3,0,0,0,0.76,0,0,38.81,40,0,12,37.11,0,3.07,227451.12,1,1,0,0,0,3,2,0
IMBABURA,OTAVALO,SAN_RAFAEL,100458,0.028,-0.32,0,-0.247,0,-0.208,0,0,0,0.82,0.773340366,0.767652541,0.162368171,0.228402352,0.623472501,4.1141,22.8,0.3236,11.58,76,22,3.455,0,22,0,9.72,2,76,206.77,0,7.99,1,14.68,0,5.54,35.81,53.39,649,38.4,29.2,84.2,2,0,0,1,1,0,43.56,9,0,15,11.63,0,11.2,144979.44,1,1,0,0,0,0,2,0
IMBABURA,OTAVALO,SELVA_ALEGRE_(CAB._EN_SAN_MIGUEL_DE_PAMPLONA),100459,0.029,-0.3,0.008069231,-0.237,0,-0.198,0,0,0,0.88,0.979068418,0.943736133,0.156963617,0.229082788,0.609074912,4.6266,1603.8105,0.3847,14.31,5346,168,31.821,0,168,0,10.2,2.5,5346,1904.43,1500,379.04,1,0.44,0,1.05,67.93,71.74,865,27.4,42.6,92,0,0,0,1,0,0,56.17,80,0.2095,15,56.11,0,0.75,81171.63,0,1,0,0,0,1,2,0
IMBABURA,PIMAMPIRO,PIMAMPIRO,100550,0.013,-0.28,0,-0.217,0,-0.178,0,0,0,0.84,0.475522313,0.597088487,0.17807077,0.227712265,0.660825017,4.4134,158.4002,0.2899,0.55,528,53,9.962,0,53,0,9.81,2.5,528,50.86,300,6.59,2.18,1.26,0,1.08,46.27,43.83,707,22,34.8,46.8,0,0,0,0.9,1,0.02,19.63,54,0.0034,0,85.37,0,5.45,110793.45,0,1,45,0,0,1,2,0.09
IMBABURA,PIMAMPIRO,CHUGA,100551,0.015,-0.28,0,-0.217,0,-0.178,0,0,0,0.79,0.496254504,0.612875242,0.179435865,0.227718377,0.655646911,0.9175,298.2296,0.2838,6.81,994,98,10.143,0,98,0,0.88,2,994,309.38,350,36.03,2.78,0,0,3.47,91.14,79.13,728,33.6,25.2,100,0,0,0,0.83,0,0,46.81,21,0.5917,0,0.58,0,2.2,25966,0,1,0,0,0,0,2,0
IMBABURA,PIMAMPIRO,MARIANO_ACOSTA,100552,0.016,-0.28,0,-0.217,0,-0.178,0,0,0,0.74,0.516986694,0.628661998,0.180800959,0.227724489,0.650468805,11.8597,606.6784,0.2777,0,2021,262,7.714,14,262,0.05,29.39,2,2021,0,0,26.5,2.07,0,1,0.4,83.28,62.86,849,34.1,20.6,78.2,0,1,0,0.56,1,0,77.18,86,7.5679,20,42.21,0,0.76,33920.34,0,1,0,0,0,1,2,0.3
IMBABURA,PIMAMPIRO,SAN__FCO._DE_SIGSIPAMBA,100553,0.003,-0.25,0.011584615,-0.192,0.026897436,-0.153,0,0,0,0.7,0.474915928,0.630714224,0.182151898,0.272721441,0.655418164,6.3326,1058.1205,0.3849,8.17,3524,328,10.744,0,328,0,14.37,2,3524,1421.49,800,55.91,2.57,0,1,1.37,83.62,63.97,785,25.4,31,93,1,0,0,1,0,0,80.16,103,18.4106,26,24.85,0,0,27992.65,0,1,0,0,0,1,2,0.19
IMBABURA,SAN_MIGUEL_DE_URCUQUI,URCUQUI,100650,0.004,-0.3,0.005757692,-0.237,0.021070513,-0.198,0,0,0,1.13,0.624196421,0.545774533,0.174119265,0.228198649,0.658555527,14.2402,294.3,0.3683,21.18,981,89,11.022,0,89,0,34.61,2.5,981,1310.04,0,0,1.1,5.1,0,0.82,46.81,50.96,716,23.5,38.4,58.5,0,0,0,1,1,18.44,10.26,32,0,10,47.33,0,9.7,850082.66,3,1,0,0,0,1,2,0.17
IMBABURA,SAN_MIGUEL_DE_URCUQUI,CAHUASQUI,100651,0.033,-0.29,0.011069231,-0.232,0,-0.193,0,0,0,0.9,0.68550769,0.672098304,0.169991441,0.227696142,0.656789165,2.499,475.5614,0.3475,11.65,1585,91,17.418,0,91,0,5.03,2.5,1585,1189.9,0,11.36,1.38,0,0,0.53,74.97,58.71,824,24.9,35.2,56,0,0,0,1,1,0,76.36,81,1.2272,18,75.23,0,0,474227.9,2,1,0,0,0,2,2,0
IMBABURA,SAN_MIGUEL_DE_URCUQUI,LA_MERCED_DE_BUENOS_AIRES,100652,0.024,-0.27,0.004515385,-0.207,0,-0.168,0,0,0,1.05,0.83110301,0.781143656,0.167207184,0.227687118,0.664533209,11.0731,1900.593,0.4155,17.98,6335,425,14.906,131,425,0.31,26.7,2,6335,7835.55,0,483.16,1.2,0,0,0.3,79.29,75.35,914,29.6,43.9,77.6,15,3,5,1,0,0,69.8,252,1.8605,0,100.82,1,0,523685.82,1,1,0,0,4000,1,2,0
IMBABURA,SAN_MIGUEL_DE_URCUQUI,PABLO_ARENAS,100653,0.016,-0.3,0,-0.237,0,-0.198,0,0,0,0.97,0.605380778,0.597263384,0.17719556,0.228273556,0.665311781,6.3321,117.3,0.3303,23.5,391,33,11.848,0,33,0,15.07,1.5,391,1305.02,0,0.7,1.17,0,0,0.66,71.69,55.2,676,25.1,46.7,63.7,0,0,0,1,1,0.91,33.32,31,0,19,22.02,0,1.8,529768.73,3,1,0,0,0,3,2,0
IMBABURA,SAN_MIGUEL_DE_URCUQUI,SAN_BLAS,100654,0.013,-0.3,0,-0.242,0,-0.203,0,0,0,0.96,0.690128043,0.623252598,0.165945525,0.227708198,0.65003302,4.2015,649.8,0.3047,19.54,2166,151,14.344,0,151,0,9.08,2,2166,1455.59,0,2.97,1.11,0,0,0.41,60.46,64.67,760,29.5,40.6,67,0,0,0,0.9,1,0,52.93,54,0,18,31.85,0,0,636000.19,2,1,0,0,0,0,2,0.86
IMBABURA,SAN_MIGUEL_DE_URCUQUI,TUMBABIRO,100655,0.014,-0.3,0,-0.24,0,-0.201,0,0,0,0.96,0.64775441,0.610257991,0.171570542,0.227990877,0.657672401,28.3805,231.3,0.3175,32.73,771,67,11.507,0,67,0,69.83,1.5,771,1222.07,0,0.9,1.06,0,0,0.49,62.56,53.89,784,24.1,45.1,65.9,0,0,0,1,1,0.16,10.36,31,0,19,16.83,0,0,355128.95,3,1,0,0,0,2,2,0
LOJA,LOJA,LOJA,110150,0.0136154,-0.454,0.3490146,-0.6437,0.2635897,-0.6115,0,0,0,0.490126,0.3008264,0.3061411,0.28957676,0.4272633,0.6601676,12.1201061,5819.594392,0.5140414,36.6928783,14547,1314,11.0707763,44,1314,0.0334855,29.04,2.5,14547,10489.01681,0,94.334127,2,0,0,3.1005067,4.95,14.84,547.6,6.8,25.7,25.8,2,2,1,0.9081377,1,8.87,40.27,123.6876651,1.9511336,22,122.6376433,1,1.3380432,595374.8206,2,1,909,0,0,2,4,0.05
LOJA,LOJA,CHANTACO,110151,0.0099154,-0.468,0.1727262,-0.6612,0.0873013,-0.629,0,0,0,0.4674958,0.3849025,0.3003492,0.297335587,0.4121873,0.6485943,10.8744551,142.9549839,0.4895363,48.9926958,354,60,5.9,0,60,0,26.23,1.5,354,1214.219237,0,16.126279,1.538462,0,0,0.8928571,80.17,52.12,805.2,29,31.1,92.5,0,0,0,0.9374017,0,0,38.21,10.8896945,0,22,6.5175986,1,0.5109601,62836.93404,2,1,0,0,0,0,4,0.03
LOJA,LOJA,CHUQUIRIBAMBA,110152,0.0058385,-0.44,0.17968,-0.6332,0.0942551,-0.601,0,0,0,0.5957688,0.3880204,0.2880135,0.313491812,0.4210277,0.6514937,12.1020646,688.7195964,0.4769827,32.3807237,1710,199,8.5929648,0,199,0,29.42,2,1710,2310.121206,0,11.773721,1,0,0,2.0175439,68.73,51.57,894,24.5,39.9,92.7,0,0,0,1,0,0,58.31,28.4867078,0.2903997,22,22.3291706,1,0,112866.7595,2,1,0,0,0,1,4,0.04
LOJA,LOJA,EL_CISNE,110153,0.0039692,-0.468,0.0144454,-0.6612,0,-0.629,0,0,0,0.6859988,0.4272801,0.2562804,0.299031763,0.3483181,0.6430313,11.6524173,408,0.4446662,9.3652892,1020,91,11.2087912,0,91,0,28.45,2.5,1020,1004.118915,0,31.865849,1.4,0.49,0,2.2988506,52.78,33.44,856.3,19.7,34,61.4,0,0,0,1,0,0,80.73,39.4220679,0,22,29.6792402,1,0,57220.33903,0,1,0,0,0,2,4,0.1
LOJA,LOJA,GUALEL,110154,0.0037846,-0.44,0.3403262,-0.6332,0.2549013,-0.601,0.0025,0.0025,0.0025,0.7493813,0.3270871,0.3382388,0.293834015,0.3757151,0.6481086,10.2638858,1148.684562,0.5773484,34.4495891,2869,385,7.4519481,0,385,0,24.89,2,2869,3476.20039,0,14.76,0,0,0,0.3157895,80.3,59.07,893.4,33.5,36.4,90.5,0,0,0,1,0,0,61.48,36.9157808,2.9148169,0,26.817887,1,0,110156.3167,1,1,0,0,0,1,4,0.4
LOJA,LOJA,JIMBILLA,110155,0.0465769,-0.44,0.3816685,-0.6262,0.2962436,-0.594,0,0,0,0.4929371,0.3309367,0.2931652,0.280466696,0.4222699,0.648692,15.6434695,505.2097237,0.496104,38.4393437,1263,99,12.7575758,0,99,0,38.26,2,1263,3918.428702,0,225.78868,1.714286,0,0,0.1776199,61.06,49.08,859.8,27.7,38.8,92.4,0,0,0,1,0,0,56.42,51.5339211,0.1944747,0,47.1331794,1,3.4444751,45296.91564,2,1,0,0,0,2,4,0.19
LOJA,LOJA,MALACATOS_(VALLADOLID),110156,0.0056077,-0.468,0.3916531,-0.6682,0.3062282,-0.636,0,0,0,0.2425982,0.2587971,0.2985288,0.299598997,0.4747022,0.6774746,7.8239645,764.2057151,0.5286439,19.7861944,1908,128,14.90625,0,128,0,18.87,2.5,1908,4074.960847,0,34.65,2,6.88,0,2.5440313,41.51,34.91,766.1,14.2,34.3,83.5,0,0,0,0.7182638,0,2.53,68.51,80.5178264,1.3378821,18,44.195222,1,0.4892129,196649.6757,2,1,22,0,0,1,4,0.02
LOJA,LOJA,SAN_LUCAS,110157,0.0241538,-0.44,0.3977338,-0.6332,0.312309,-0.601,0.0025,0.0025,0.0025,0.5621966,0.3122619,0.2865187,0.289247834,0.376902,0.6502009,16.8483968,196.6781829,0.5450077,50.2706727,487,36,13.5277778,36,36,1,41.25,1.5,487,7958.182513,0,215.021418,1.411765,0,0,2.4886878,62.55,58.58,901.9,28,38.2,97.8,0,7,0,0.9864749,0,0,43.52,71.8859248,0.0108206,17,80.5795717,1,0,194647.9057,1,1,0,0,0,2,4,0.23
LOJA,LOJA,SAN_PEDRO_DE_VILCABAMBA,110158,0.0028115,-0.44,0.38258,-0.6332,0.2971551,-0.601,0.00125,0.00125,0.00125,0.5802542,0.3236314,0.291693,0.292820969,0.3967814,0.6524099,12.5378813,11.3216293,0.5239669,12.4089654,20,1,20,0,1,0,31.17,1.5,20,839.847685,0,3.458729,0,5.85,0,3.8461538,48.63,21.52,669.7,15.7,36.9,79,0,0,0,0.1624197,0,1.13,82.71,28.5890236,10.103328,0,2.3488714,1,2.0267531,41743.01627,0,0,0,0,0,0,4,0.02
